psgc,name,correspondence_code,geographic_level,old_names,city_class,income_classification,urban_rural,population_2015,,population_2020,,status
1380601100,Barangay 100,133901100,Bgy,,,,U,1979,,2222,,
1380601099,Barangay 99,133901099,Bgy,,,,U,0,,6310,,
1380601098,Barangay 98,133901098,Bgy,,,,U,1022,,1899,,
1380601097,Barangay 97,133901097,Bgy,,,,U,3558,,3634,,
1380601096,Barangay 96,133901096,Bgy,,,,U,4375,,2100,,
1380601095,Barangay 95,133901095,Bgy,,,,U,5046,,5543,,
1380601094,Barangay 94,133901094,Bgy,,,,U,1841,,2178,,
1380601093,Barangay 93,133901093,Bgy,,,,U,4528,,3960,,
1380601092,Barangay 92,133901092,Bgy,,,,U,2383,,2639,,
1380601091,Barangay 91,133901091,Bgy,,,,U,5569,,4552,,
1380601090,Barangay 90,133901090,Bgy,,,,U,473,,630,,
1380601089,Barangay 89,133901089,Bgy,,,,U,747,,720,,
1380601088,Barangay 88,133901088,Bgy,,,,U,868,,1096,,
1380601087,Barangay 87,133901087,Bgy,,,,U,1580,,1633,,
1380601086,Barangay 86,133901086,Bgy,,,,U,1440,,1415,,
1380601085,Barangay 85,133901085,Bgy,,,,U,3614,,4032,,
1380601084,Barangay 84,133901084,Bgy,,,,U,838,,1141,,
1380601083,Barangay 83,133901083,Bgy,,,,U,1303,,1473,,
1380601082,Barangay 82,133901082,Bgy,,,,U,2652,,2642,,
1380601081,Barangay 81,133901081,Bgy,,,,U,2042,,1815,,
1380601080,Barangay 80,133901080,Bgy,,,,U,2268,,2553,,
1380601079,Barangay 79,133901079,Bgy,,,,U,1543,,1520,,
1380601078,Barangay 78,133901078,Bgy,,,,U,1081,,1221,,
1380601077,Barangay 77,133901077,Bgy,,,,U,1429,,1372,,
1380601076,Barangay 76,133901076,Bgy,,,,U,1699,,1844,,
1380601075,Barangay 75,133901075,Bgy,,,,U,1564,,1350,,
1380601074,Barangay 74,133901074,Bgy,,,,U,887,,1039,,
1380601073,Barangay 73,133901073,Bgy,,,,U,1745,,2478,,
1380601072,Barangay 72,133901072,Bgy,,,,U,3342,,3233,,
1380601071,Barangay 71,133901071,Bgy,,,,U,2298,,3417,,
1380601070,Barangay 70,133901070,Bgy,,,,U,2124,,2344,,
1380601069,Barangay 69,133901069,Bgy,,,,U,2199,,1968,,
1380601068,Barangay 68,133901068,Bgy,,,,U,1113,,1115,,
1380601067,Barangay 67,133901067,Bgy,,,,U,3983,,4083,,
1380601066,Barangay 66,133901066,Bgy,,,,U,3721,,2956,,
1380601065,Barangay 65,133901065,Bgy,,,,U,1758,,1631,,
1380601064,Barangay 64,133901064,Bgy,,,,U,555,,495,,
1380601063,Barangay 63,133901063,Bgy,,,,U,1661,,1448,,
1380601062,Barangay 62,133901062,Bgy,,,,U,1879,,1967,,
1380601061,Barangay 61,133901061,Bgy,,,,U,3521,,1022,,
1380601060,Barangay 60,133901060,Bgy,,,,U,2141,,4503,,
1380601059,Barangay 59,133901059,Bgy,,,,U,2000,,1112,,
1380601058,Barangay 58,133901058,Bgy,,,,U,3735,,3719,,
1380601057,Barangay 57,133901057,Bgy,,,,U,1115,,882,,
1380601056,Barangay 56,133901056,Bgy,,,,U,3324,,3457,,
1380601055,Barangay 55,133901055,Bgy,,,,U,2797,,2492,,
1380601054,Barangay 54,133901054,Bgy,,,,U,1791,,1648,,
1380601053,Barangay 53,133901053,Bgy,,,,U,2582,,2916,,
1380601052,Barangay 52,133901052,Bgy,,,,U,2876,,2732,,
1380601051,Barangay 51,133901051,Bgy,,,,U,3019,,2580,,
1380601050,Barangay 50,133901050,Bgy,,,,U,3869,,4217,,
1380601049,Barangay 49,133901049,Bgy,,,,U,2052,,2119,,
1380601048,Barangay 48,133901048,Bgy,,,,U,4174,,4070,,
1380601047,Barangay 47,133901047,Bgy,,,,U,1490,,1123,,
1380601046,Barangay 46,133901046,Bgy,,,,U,1914,,2088,,
1380601045,Barangay 45,133901045,Bgy,,,,U,2329,,2264,,
1380601044,Barangay 44,133901044,Bgy,,,,U,951,,800,,
1380601043,Barangay 43,133901043,Bgy,,,,U,3388,,3362,,
1380601042,Barangay 42,133901042,Bgy,,,,U,2238,,2142,,
1380601041,Barangay 41,133901041,Bgy,,,,U,3706,,3825,,
1380601039,Barangay 39,133901039,Bgy,,,,U,2460,,2324,,
1380601038,Barangay 38,133901038,Bgy,,,,U,3001,,2870,,
1380601037,Barangay 37,133901037,Bgy,,,,U,1960,,2057,,
1380601036,Barangay 36,133901036,Bgy,,,,U,2024,,2231,,
1380601035,Barangay 35,133901035,Bgy,,,,U,2412,,2265,,
1380601034,Barangay 34,133901034,Bgy,,,,U,1612,,1854,,
1380601033,Barangay 33,133901033,Bgy,,,,U,4206,,4082,,
1380601032,Barangay 32,133901032,Bgy,,,,U,2221,,2219,,
1380601031,Barangay 31,133901031,Bgy,,,,U,2835,,2881,,
1380601030,Barangay 30,133901030,Bgy,,,,U,436,,166,,
1380601029,Barangay 29,133901029,Bgy,,,,U,4652,,4406,,
1380601028,Barangay 28,133901028,Bgy,,,,U,2578,,2787,,
1380601026,Barangay 26,133901026,Bgy,,,,U,2806,,2555,,
1380601025,Barangay 25,133901025,Bgy,,,,U,2606,,2545,,
1380601020,Barangay 20,133901020,Bgy,,,,U,38602,,45772,,
1380601019,Barangay 19,133901019,Bgy,,,,U,2361,,2272,,
1380601018,Barangay 18,133901018,Bgy,,,,U,2140,,1982,,
1380601017,Barangay 17,133901017,Bgy,,,,U,1211,,1176,,
1380601016,Barangay 16,133901016,Bgy,,,,U,1792,,1477,,
1380601015,Barangay 15,133901015,Bgy,,,,U,1085,,1119,,
1380601014,Barangay 14,133901014,Bgy,,,,U,2283,,2070,,
1380601013,Barangay 13,133901013,Bgy,,,,U,2280,,2371,,
1380601012,Barangay 12,133901012,Bgy,,,,U,2654,,2137,,
1380601011,Barangay 11,133901011,Bgy,,,,U,2188,,2758,,
1380601010,Barangay 10,133901010,Bgy,,,,U,378,,160,,
1380601009,Barangay 9,133901009,Bgy,,,,U,437,,447,,
1380601008,Barangay 8,133901008,Bgy,,,,U,137,,147,,
1380601007,Barangay 7,133901007,Bgy,,,,U,1010,,1560,,
1380601006,Barangay 6,133901006,Bgy,,,,U,664,,771,,
1380601005,Barangay 5,133901005,Bgy,,,,U,1199,,1288,,
1380601004,Barangay 4,133901004,Bgy,,,,U,1872,,1691,,
1380601003,Barangay 3,133901003,Bgy,,,,U,1134,,1341,,
1380601002,Barangay 2,133901002,Bgy,,,,U,1662,,1887,,
1380601001,Barangay 1,133901001,Bgy,,,,U,1976,,2995,,
1380601000,Tondo I/II,133901000,SubMun,,,,,631363,,654220,,
1380600000,City of Manila,133900000,City,,HUC,Special,,1780148,,1846513,,
1380500027,Wack-wack Greenhills,137401027,Bgy,,,,U,8965,,10678,,
1380500026,Vergara,137401026,Bgy,,,,U,5910,,4357,,
1380500025,San Jose,137401025,Bgy,,,,U,7262,,8483,,
1380500024,Poblacion,137401024,Bgy,,,,U,14733,,16333,,
1380500023,Pleasant Hills,137401023,Bgy,,,,U,5910,,6003,,
1380500022,Plainview,137401022,Bgy,,,,U,26575,,29378,,
1380500021,Pag-asa,137401021,Bgy,,,,U,4053,,4195,,
1380500020,Old Za?iga,137401020,Bgy,,,,U,7013,,6636,,
1380500019,New Za?iga,137401019,Bgy,,,,U,7534,,8444,,
1380500018,Namayan,137401018,Bgy,,,,U,6123,,7670,,
1380500017,Mauway,137401017,Bgy,,,,U,29103,,25800,,
1380500016,Malamig,137401016,Bgy,,,,U,12667,,12054,,
1380500015,Mabini-J. Rizal,137401015,Bgy,,,,U,7628,,7882,,
1380500014,Hulo,137401014,Bgy,,,,U,27515,,31335,,
1380500013,Highway Hills,137401013,Bgy,,,,U,28703,,43267,,
1380500012,Harapin Ang Bukas,137401012,Bgy,,,,U,4496,,4244,,
1380500011,Hagdang Bato Libis,137401011,Bgy,,,,U,6962,,6715,,
1380500010,Hagdang Bato Itaas,137401010,Bgy,,,,U,10314,,10267,,
1380500009,Daang Bakal,137401009,Bgy,,,,U,3660,,4529,,
1380500008,Buayang Bato,137401008,Bgy,,,,U,1782,,2913,,
1380500007,Burol,137401007,Bgy,,,,U,2740,,2650,,
1380500006,Barangka Itaas,137401006,Bgy,,,,U,11252,,11242,,
1380500005,Barangka Ilaya,137401005,Bgy,,,,U,17896,,22334,,
1380500004,Barangka Ibaba,137401004,Bgy,,,,U,9540,,9040,,
1380500003,Barangka Drive,137401003,Bgy,,,,U,13310,,15474,,
1380500002,Bagong Silang,137401002,Bgy,,,,U,5572,,4939,,
1380500001,Addition Hills,137401001,Bgy,,,,U,99058,,108896,,
1380500000,City of Mandaluyong,137401000,City,,HUC,1st,,386276,,425758,,
1380400021,Tugatog,137502021,Bgy,,,,U,23918,,25526,,
1380400020,Tonsuya,137502020,Bgy,,,,U,38019,,40172,,
1380400019,Tinajeros,137502019,Bgy,,,,U,18228,,18411,,
1380400018,Ta?ong ,137502018,Bgy,,,,U,14404,,14461,,Pob.
1380400017,Santolan,137502017,Bgy,,,,U,13769,,13461,,
1380400016,San Agustin,137502016,Bgy,,,,U,11195,,10804,,
1380400015,Potrero,137502015,Bgy,,,,U,42768,,42311,,
1380400014,Panghulo,137502014,Bgy,,,,U,15102,,17746,,
1380400013,Niugan,137502013,Bgy,,,,U,6232,,7192,,
1380400012,Muzon,137502012,Bgy,,,,U,5668,,5908,,
1380400011,Maysilo,137502011,Bgy,,,,U,11262,,10445,,
1380400010,Longos,137502010,Bgy,,,,U,53549,,55424,,
1380400009,Ibaba,137502009,Bgy,,,,U,8471,,8041,,
1380400008,Hulong Duhat,137502008,Bgy,,,,U,11957,,11892,,
1380400007,Flores,137502007,Bgy,,,,U,4060,,3830,,
1380400006,Dampalit,137502006,Bgy,,,,U,12124,,13514,,
1380400005,Concepcion,137502005,Bgy,,,,U,13311,,12704,,
1380400004,Catmon,137502004,Bgy,,,,U,39466,,44868,,
1380400003,Bayan-bayanan,137502003,Bgy,,,,U,6702,,6705,,
1380400002,Baritan,137502002,Bgy,,,,U,10193,,12148,,
1380400001,Acacia,137502001,Bgy,,,,U,5127,,4959,,
1380400000,City of Malabon,137502000,City,,HUC,1st,,365525,,380522,,
1380300031,Valenzuela,137602031,Bgy,,,,U,6310,,5370,,
1380300030,Urdaneta,137602030,Bgy,,,,U,4429,,4563,,
1380300029,Tejeros,137602029,Bgy,,,,U,13696,,15122,,
1380300027,Singkamas,137602027,Bgy,,,,U,7370,,7218,,
1380300026,Santa Cruz,137602026,Bgy,,,,U,7207,,6333,,
1380300025,San Lorenzo,137602025,Bgy,,,,U,12995,,14054,,
1380300024,San Isidro,137602024,Bgy,,,,U,8045,,6098,,
1380300023,San Antonio,137602023,Bgy,,,,U,16840,,17494,,
1380300020,Poblacion,137602020,Bgy,,,,U,25393,,16706,,
1380300018,Pio Del Pilar,137602018,Bgy,,,,U,30732,,50722,,
1380300017,Pinagkaisahan,137602017,Bgy,,,,U,5739,,4710,,
1380300015,Palanan,137602015,Bgy,,,,U,14110,,11623,,
1380300014,Olympia,137602014,Bgy,,,,U,20251,,18654,,
1380300013,Magallanes,137602013,Bgy,,,,U,5672,,5267,,
1380300012,La Paz,137602012,Bgy,,,,U,7356,,6346,,
1380300011,Kasilawan,137602011,Bgy,,,,U,5881,,4827,,
1380300010,Guadalupe Viejo,137602010,Bgy,,,,U,13415,,12900,,
1380300009,Guadalupe Nuevo,137602009,Bgy,,,,U,18341,,20533,,
1380300008,Forbes Park,137602008,Bgy,,,,U,2335,,3715,,
1380300006,Dasmari?as,137602006,Bgy,,,,U,5589,,4160,,
1380300005,Carmona,137602005,Bgy,,,,U,3109,,2745,,
1380300002,Bel-Air,137602002,Bgy,,,,U,23685,,36007,,
1380300001,Bangkal,137602001,Bgy,,,,U,21650,,17576,,
1380300000,City of Makati,137602000,City,,HUC,1st,,582602,aa/,629616,aa/,
1380200020,Talon Singko,137601020,Bgy,,,,U,45374,,38684,,
1380200019,Talon Kuatro,137601019,Bgy,,,,U,21420,,20763,,
1380200018,Talon Tres,137601018,Bgy,,,,U,27874,,32963,,
1380200017,Talon Dos,137601017,Bgy,,,,U,53091,,43978,,
1380200016,Pulang Lupa Dos,137601016,Bgy,,,,U,33171,,32485,,
1380200015,Pilar,137601015,Bgy,,,,U,31459,,29780,,
1380200014,Pamplona Tres,137601014,Bgy,,,,U,35612,,35098,,
1380200013,Pamplona Dos,137601013,Bgy,,,,U,10765,,9141,,
1380200012,Manuyo Dos,137601012,Bgy,,,,U,37007,,44351,,
1380200011,B. F. International Village,137601011,Bgy,,,,U,77264,,81739,,
1380200010,Almanza Dos,137601010,Bgy,,,,U,37595,,37432,,
1380200009,Zapote,137601009,Bgy,,,,U,20771,,20851,,
1380200008,Talon Uno,137601008,Bgy,,,,U,34821,,42505,,
1380200007,Pulang Lupa Uno,137601007,Bgy,,,,U,31401,,38405,,
1380200006,Pamplona Uno,137601006,Bgy,,,,U,18577,,19085,,
1380200005,Manuyo Uno,137601005,Bgy,,,,U,15405,,14794,,
1380200004,Ilaya,137601004,Bgy,,,,U,6055,,7103,,
1380200003,Elias Aldana,137601003,Bgy,,,,U,10402,,10275,,
1380200002,Daniel Fajardo,137601002,Bgy,,,,U,10425,,10629,,
1380200001,Almanza Uno,137601001,Bgy,,,,U,30405,,36232,,
1380200000,City of Las Pi?as,137601000,City,,HUC,1st,,588894,,606293,,
1380100188,Barangay 188,137501188,Bgy,,,,U,28301,,32543,,
1380100187,Barangay 187,137501187,Bgy,,,,U,23529,,25046,,
1380100186,Barangay 186,137501186,Bgy,,,,U,21668,,25346,,
1380100185,Barangay 185,137501185,Bgy,,,,U,27333,,27169,,
1380100184,Barangay 184,137501184,Bgy,,,,U,2669,,2919,,
1380100183,Barangay 183,137501183,Bgy,,,,U,4625,,7354,,
1380100182,Barangay 182,137501182,Bgy,,,,U,8723,,9269,,
1380100181,Barangay 181,137501181,Bgy,,,,U,21918,,22269,,
1380100180,Barangay 180,137501180,Bgy,,,,U,16500,,18802,,
1380100179,Barangay 179,137501179,Bgy,,,,U,37335,,46828,,
1380100178,Barangay 178,137501178,Bgy,,,,U,107596,,110224,,
1380100177,Barangay 177,137501177,Bgy,,,,U,79624,,84159,,
1380100176,Barangay 176,137501176,Bgy,,,,U,246515,,261729,,
1380100175,Barangay 175,137501175,Bgy,,,,U,64031,,71726,,
1380100174,Barangay 174,137501174,Bgy,,,,U,22415,,25000,,
1380100173,Barangay 173,137501173,Bgy,,,,U,15697,,15165,,
1380100172,Barangay 172,137501172,Bgy,,,,U,21719,,22829,,
1380100171,Barangay 171,137501171,Bgy,,,,U,98166,,111713,,
1380100170,Barangay 170,137501170,Bgy,,,,U,11322,,12901,,
1380100169,Barangay 169,137501169,Bgy,,,,U,4700,,4887,,
1380100168,Barangay 168,137501168,Bgy,,,,U,32620,,35729,,
1380100167,Barangay 167,137501167,Bgy,,,,U,53835,,57041,,
1380100166,Barangay 166,137501166,Bgy,,,,U,17806,,20985,,
1380100165,Barangay 165,137501165,Bgy,,,,U,30240,,26622,,
1380100164,Barangay 164,137501164,Bgy,,,,U,16073,,19471,,
1380100163,Barangay 163,137501163,Bgy,,,,U,14427,,14491,,
1380100162,Barangay 162,137501162,Bgy,,,,U,16065,,16103,,
1380100161,Barangay 161,137501161,Bgy,,,,U,9613,,9718,,
1380100160,Barangay 160,137501160,Bgy,,,,U,15268,,16828,,
1380100159,Barangay 159,137501159,Bgy,,,,U,4996,,5477,,
1380100158,Barangay 158,137501158,Bgy,,,,U,1901,,2003,,
1380100157,Barangay 157,137501157,Bgy,,,,U,2883,,3151,,
1380100156,Barangay 156,137501156,Bgy,,,,U,5266,,6236,,
1380100155,Barangay 155,137501155,Bgy,,,,U,3531,,3613,,
1380100154,Barangay 154,137501154,Bgy,,,,U,3876,,3958,,
1380100153,Barangay 153,137501153,Bgy,,,,U,4078,,3706,,
1380100152,Barangay 152,137501152,Bgy,,,,U,3916,,4236,,
1380100151,Barangay 151,137501151,Bgy,,,,U,4273,,5177,,
1380100150,Barangay 150,137501150,Bgy,,,,U,4161,,4439,,
1380100149,Barangay 149,137501149,Bgy,,,,U,4426,,5255,,
1380100148,Barangay 148,137501148,Bgy,,,,U,3754,,3704,,
1380100147,Barangay 147,137501147,Bgy,,,,U,3664,,3687,,
1380100146,Barangay 146,137501146,Bgy,,,,U,3117,,3180,,
1380100145,Barangay 145,137501145,Bgy,,,,U,4507,,4705,,
1380100144,Barangay 144,137501144,Bgy,,,,U,4743,,4533,,
1380100143,Barangay 143,137501143,Bgy,,,,U,3673,,3434,,
1380100142,Barangay 142,137501142,Bgy,,,,U,3936,,3889,,
1380100141,Barangay 141,137501141,Bgy,,,,U,3010,,3253,,
1380100140,Barangay 140,137501140,Bgy,,,,U,1027,,797,,
1380100139,Barangay 139,137501139,Bgy,,,,U,3414,,3505,,
1380100138,Barangay 138,137501138,Bgy,,,,U,1535,,1429,,
1380100137,Barangay 137,137501137,Bgy,,,,U,1221,,934,,
1380100136,Barangay 136,137501136,Bgy,,,,U,406,,399,,
1380100135,Barangay 135,137501135,Bgy,,,,U,619,,627,,
1380100134,Barangay 134,137501134,Bgy,,,,U,888,,982,,
1380100133,Barangay 133,137501133,Bgy,,,,U,5694,,5587,,
1380100132,Barangay 132,137501132,Bgy,,,,U,7924,,7961,,
1380100131,Barangay 131,137501131,Bgy,,,,U,2286,,2187,,
1380100130,Barangay 130,137501130,Bgy,,,,U,3055,,2527,,
1380100129,Barangay 129,137501129,Bgy,,,,U,1839,,1558,,
1380100128,Barangay 128,137501128,Bgy,,,,U,1752,,2050,,
1380100127,Barangay 127,137501127,Bgy,,,,U,2113,,2380,,
1380100126,Barangay 126,137501126,Bgy,,,,U,1083,,1194,,
1380100125,Barangay 125,137501125,Bgy,,,,U,1278,,1293,,
1380100124,Barangay 124,137501124,Bgy,,,,U,328,,387,,
1380100123,Barangay 123,137501123,Bgy,,,,U,903,,710,,
1380100122,Barangay 122,137501122,Bgy,,,,U,2062,,2249,,
1380100121,Barangay 121,137501121,Bgy,,,,U,299,,271,,
1380100120,Barangay 120,137501120,Bgy,,,,U,8794,,8269,,
1380100119,Barangay 119,137501119,Bgy,,,,U,785,,857,,
1380100118,Barangay 118,137501118,Bgy,,,,U,4651,,5836,,
1380100117,Barangay 117,137501117,Bgy,,,,U,1414,,1751,,
1380100116,Barangay 116,137501116,Bgy,,,,U,1179,,1018,,
1380100115,Barangay 115,137501115,Bgy,,,,U,1127,,1051,,
1380100114,Barangay 114,137501114,Bgy,,,,U,1082,,988,,
1380100113,Barangay 113,137501113,Bgy,,,,U,169,,228,,
1380100112,Barangay 112,137501112,Bgy,,,,U,1069,,1133,,
1380100111,Barangay 111,137501111,Bgy,,,,U,1435,,1472,,
1380100110,Barangay 110,137501110,Bgy,,,,U,509,,435,,
1380100109,Barangay 109,137501109,Bgy,,,,U,1121,,743,,
1380100108,Barangay 108,137501108,Bgy,,,,U,700,,668,,
1380100107,Barangay 107,137501107,Bgy,,,,U,798,,709,,
1380100106,Barangay 106,137501106,Bgy,,,,U,421,,358,,
1380100105,Barangay 105,137501105,Bgy,,,,U,2384,,2216,,
1380100104,Barangay 104,137501104,Bgy,,,,U,886,,899,,
1380100103,Barangay 103,137501103,Bgy,,,,U,462,,175,,
1380100102,Barangay 102,137501102,Bgy,,,,U,1157,,1033,,
1380100101,Barangay 101,137501101,Bgy,,,,U,2384,,2517,,
1380100100,Barangay 100,137501100,Bgy,,,,U,984,,983,,
1380100099,Barangay 99,137501099,Bgy,,,,U,772,,677,,
1380100098,Barangay 98,137501098,Bgy,,,,U,2182,,1761,,
1380100097,Barangay 97,137501097,Bgy,,,,U,1654,,1537,,
1380100096,Barangay 96,137501096,Bgy,,,,U,1540,,1366,,
1380100095,Barangay 95,137501095,Bgy,,,,U,2784,,2242,,
1380100094,Barangay 94,137501094,Bgy,,,,U,927,,776,,
1380100093,Barangay 93,137501093,Bgy,,,,U,3248,,3267,,
1380100092,Barangay 92,137501092,Bgy,,,,U,610,,620,,
1380100091,Barangay 91,137501091,Bgy,,,,U,598,,610,,
1380100090,Barangay 90,137501090,Bgy,,,,U,1429,,1518,,
1380100089,Barangay 89,137501089,Bgy,,,,U,1550,,1057,,
1380100088,Barangay 88,137501088,Bgy,,,,U,2488,,2202,,
1380100087,Barangay 87,137501087,Bgy,,,,U,1310,,1385,,
1380100086,Barangay 86,137501086,Bgy,,,,U,1454,,1109,,
1380100085,Barangay 85,137501085,Bgy,,,,U,1301,,989,,
1380100084,Barangay 84,137501084,Bgy,,,,U,1277,,1257,,
1380100083,Barangay 83,137501083,Bgy,,,,U,1347,,1251,,
1380100082,Barangay 82,137501082,Bgy,,,,U,1949,,1758,,
1380100081,Barangay 81,137501081,Bgy,,,,U,2528,,1894,,
1380100080,Barangay 80,137501080,Bgy,,,,U,1813,,1904,,
1380100079,Barangay 79,137501079,Bgy,,,,U,632,,631,,
1380100078,Barangay 78,137501078,Bgy,,,,U,1842,,1818,,
1380100077,Barangay 77,137501077,Bgy,,,,U,977,,822,,
1380100076,Barangay 76,137501076,Bgy,,,,U,3,,2,,
1380100075,Barangay 75,137501075,Bgy,,,,U,3246,,2207,,
1380100074,Barangay 74,137501074,Bgy,,,,U,3501,,3864,,
1380100073,Barangay 73,137501073,Bgy,,,,U,17993,,17649,,
1380100072,Barangay 72,137501072,Bgy,,,,U,0,,46,,
1380100071,Barangay 71,137501071,Bgy,,,,U,825,,777,,
1380100070,Barangay 70,137501070,Bgy,,,,U,4208,,4411,,
1380100069,Barangay 69,137501069,Bgy,,,,U,3191,,3173,,
1380100068,Barangay 68,137501068,Bgy,,,,U,1173,,1106,,
1380100067,Barangay 67,137501067,Bgy,,,,U,2509,,2320,,
1380100066,Barangay 66,137501066,Bgy,,,,U,1361,,2206,,
1380100065,Barangay 65,137501065,Bgy,,,,U,1021,,1300,,
1380100064,Barangay 64,137501064,Bgy,,,,U,1345,,1550,,
1380100063,Barangay 63,137501063,Bgy,,,,U,3423,,2988,,
1380100062,Barangay 62,137501062,Bgy,,,,U,354,,244,,
1380100061,Barangay 61,137501061,Bgy,,,,U,1055,,996,,
1380100060,Barangay 60,137501060,Bgy,,,,U,1944,,1792,,
1380100059,Barangay 59,137501059,Bgy,,,,U,4843,,3808,,
1380100058,Barangay 58,137501058,Bgy,,,,U,637,,493,,
1380100057,Barangay 57,137501057,Bgy,,,,U,738,,756,,
1380100056,Barangay 56,137501056,Bgy,,,,U,3328,,2464,,
1380100055,Barangay 55,137501055,Bgy,,,,U,1262,,1442,,
1380100054,Barangay 54,137501054,Bgy,,,,U,833,,572,,
1380100053,Barangay 53,137501053,Bgy,,,,U,1181,,876,,
1380100052,Barangay 52,137501052,Bgy,,,,U,2816,,1279,,
1380100051,Barangay 51,137501051,Bgy,,,,U,964,,765,,
1380100050,Barangay 50,137501050,Bgy,,,,U,1333,,1005,,
1380100049,Barangay 49,137501049,Bgy,,,,U,6080,,4095,,
1380100048,Barangay 48,137501048,Bgy,,,,U,652,,606,,
1380100047,Barangay 47,137501047,Bgy,,,,U,395,,559,,
1380100046,Barangay 46,137501046,Bgy,,,,U,1426,,1454,,
1380100045,Barangay 45,137501045,Bgy,,,,U,651,,311,,
1380100044,Barangay 44,137501044,Bgy,,,,U,700,,529,,
1380100043,Barangay 43,137501043,Bgy,,,,U,3827,,3521,,
1380100042,Barangay 42,137501042,Bgy,,,,U,760,,715,,
1380100041,Barangay 41,137501041,Bgy,,,,U,1169,,903,,
1380100040,Barangay 40,137501040,Bgy,,,,U,1349,,963,,
1380100039,Barangay 39,137501039,Bgy,,,,U,928,,891,,
1380100038,Barangay 38,137501038,Bgy,,,,U,4300,,3854,,
1380100037,Barangay 37,137501037,Bgy,,,,U,2964,,2845,,
1380100036,Barangay 36,137501036,Bgy,,,,U,5266,,4115,,
1380100035,Barangay 35,137501035,Bgy,,,,U,21778,,23173,,
1380100034,Barangay 34,137501034,Bgy,,,,U,6313,,6445,,
1380100033,Barangay 33,137501033,Bgy,,,,U,5668,,5464,,
1380100032,Barangay 32,137501032,Bgy,,,,U,2548,,2864,,
1380100031,Barangay 31,137501031,Bgy,,,,U,4997,,3666,,
1380100030,Barangay 30,137501030,Bgy,,,,U,3652,,3498,,
1380100029,Barangay 29,137501029,Bgy,,,,U,1491,,1603,,
1380100028,Barangay 28,137501028,Bgy,,,,U,30968,,33091,,
1380100027,Barangay 27,137501027,Bgy,,,,U,3822,,4121,,
1380100026,Barangay 26,137501026,Bgy,,,,U,3694,,3734,,
1380100025,Barangay 25,137501025,Bgy,,,,U,1567,,1611,,
1380100024,Barangay 24,137501024,Bgy,,,,U,2255,,2498,,
1380100023,Barangay 23,137501023,Bgy,,,,U,2260,,2736,,
1380100022,Barangay 22,137501022,Bgy,,,,U,5548,,5653,,
1380100021,Barangay 21,137501021,Bgy,,,,U,3234,,2787,,
1380100020,Barangay 20,137501020,Bgy,,,,U,9015,,7892,,
1380100019,Barangay 19,137501019,Bgy,,,,U,3251,,3655,,
1380100018,Barangay 18,137501018,Bgy,,,,U,10306,,10932,,
1380100017,Barangay 17,137501017,Bgy,,,,U,3272,,3419,,
1380100016,Barangay 16,137501016,Bgy,,,,U,4103,,3550,,
1380100015,Barangay 15,137501015,Bgy,,,,U,1204,,1424,,
1380100014,Barangay 14,137501014,Bgy,,,,U,21579,,21906,,
1380100013,Barangay 13,137501013,Bgy,,,,U,1411,,1074,,
1380100012,Barangay 12,137501012,Bgy,,,,U,32427,,34309,,
1380100011,Barangay 11,137501011,Bgy,,,,U,1652,,1230,,
1380100010,Barangay 10,137501010,Bgy,,,,U,1339,,1485,,
1380100009,Barangay 9,137501009,Bgy,,,,U,1986,,1866,,
1380100008,Barangay 8,137501008,Bgy,,,,U,23766,,23399,,
1380100007,Barangay 7,137501007,Bgy,,,,U,2619,,2608,,
1380100006,Barangay 6,137501006,Bgy,,,,U,1221,,1190,,
1380100005,Barangay 5,137501005,Bgy,,,,U,3004,,3083,,
1380100004,Barangay 4,137501004,Bgy,,,,U,2809,,2875,,
1380100003,Barangay 3,137501003,Bgy,,,,U,2621,,2497,,
1380100002,Barangay 2,137501002,Bgy,,,,U,5134,,5156,,
1380100001,Barangay 1,137501001,Bgy,,,,U,2417,,2319,,
1380100000,City of Caloocan,137501000,City,,HUC,1st,,1583978,,1661584,,
1300000000,National Capital Region (NCR),130000000,Reg,,,,,12877253,,13484462,,
1230800039,Olympog,126303039,Bgy,,,,R,3352,,4455,,
1230800038,Fatima,126303038,Bgy,,,,U,66460,,72613,,
1230800037,Dadiangas West,126303037,Bgy,,,,U,13827,,13090,,
1230800036,Dadiangas South,126303036,Bgy,,,,U,6199,,4815,,
1230800035,Dadiangas North,126303035,Bgy,,,,U,8056,,6801,,
1230800034,City Heights,126303034,Bgy,,,,U,24014,,24343,,
1230800033,Calumpang,126303033,Bgy,,,,U,75342,,87718,,
1230800032,Batomelong,126303032,Bgy,,,,R,3235,,2967,,
1230800031,Upper Labay,126303031,Bgy,,,,R,3458,,3759,,
1230800030,Siguel,126303030,Bgy,,,,U,12757,,15687,,
1230800029,Apopong,126303029,Bgy,,,,U,46384,,58314,,
1230800028,Tinagacan,126303028,Bgy,,,,U,6322,,8344,,
1230800027,Tambler,126303027,Bgy,,,,U,21474,,31539,,
1230800026,Sinawal,126303026,Bgy,,,,U,13285,,18467,,
1230800024,San Jose,126303024,Bgy,,,,U,11333,,13504,,
1230800023,San Isidro,126303023,Bgy,Lagao 2nd,,,U,52832,,64958,,
1230800016,Mabuhay,126303016,Bgy,,,,U,28288,,37629,,
1230800015,Ligaya,126303015,Bgy,,,,U,5298,,6688,,
1230800012,Labangal,126303012,Bgy,,,,U,61713,,77052,,
